PUBLIC TRANSPORT,,,,,,,,,,,,,,,,,SPEED_VIOLATION,,,,,,,,,,CLINIC_BHUBANESWAR,,,,,,,,,,,,,SLUM HOUSING,,,,,,,,,,,,,CITY PROFILING,,,,,,,INFRASTRUCTURE DISTRIBUTION,,,,,,,,, POLICE STATION ,,
City Name,Population (2011),Year,Mode Share - Total Number of Trips - Walking,Mode Share - Total Number of Trips - Non-Motorized - Cycle,Mode Share - Total Number of Trips - Non-Motorized - Rickshaw,Mode Share - Total Number of Trips - Public Transport - Local Train / Metro,Mode Share - Total Number of Trips - Public Transport - Bus,Mode Share - Total Number of Trips - Public Transport - Auto,"Mode Share - Total Number of Trips - Intermediate Public Transport (shared auto, auto rickshaw, taxi etc)",Mode Share - Total Number of Trips - Private Vehicle - 2 wheeler,Mode Share - Total Number of Trips - Private Vehicle - 4 wheeler,Mode Share - Total Number of Trips - ,Name,tessellate,extrude,visibility,drawOrder,Corridor,Stretch,Latitude,Longitude,Status,name,category,type,system_of,address,e_mail_id,website,specialiti,latitude,longitude,Zone,Ward Name,Ward No.,No. Notified Slums,No. of Recognised Slums,No. of Identfied Slums,Slum Population - Total,Slum Population - Male,Slum Population - Female,Slum Population - Child (0-6),Population - SC Category,Population - ST Category,Literacy Rate (%),Zone Name,Ward Name,Ward No.,Area (in sq km),Total Population (in thousands),Population - Male (in thousands),Population - female (in thousands),population - children aged 0-14 (in thousands),Population - youth aged 15-24 (in thousands),Population - adults aged 25-60 (in thousands),Population - Senior citizens aged 60+ (in thousands),Ward No.,No. of Census houses,No. of Occupied Houses,No. of Residential Houses,No. of Residential cum Commercial  Houses,No. of Shops / Offices,No. of Hotels / Lodges / Guest Houses,No. of places of Worship,Others,Zone,P.S Name,location,address,phone no,Inspector-In-Charge
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,Modern Ayurvedic Clinic/Aphrorez,PRIVATE,Clinic,AYURVEDIC,"Dr Padarabind Patra�Shop No Kys 6 (1st Floor) Kalyani Market Complex, Near Kalyan Mandap, Unit-8, Power House Colony, Nayapalli, Bhubaneswar, Odisha 751012",padarabindpatra@gmail.com,www.modernayurvedicclinic.com,NA,20.27544167,85.82023056,South-West,NA,37,NA,NA,5,2281,NA,NA,NA,NA,NA,NA,South-East Zone,NA,W55,0.429741414,11.398,5.904,5.494,0.655,0.166,NA,NA,43,NA,NA,NA,NA,NA,NA,1,NA,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-West,NA,38,NA,NA,6,1562,NA,NA,NA,NA,NA,NA,South-East Zone,NA,W41,0.522923037,13.525,7.224,6.301,1.088,0.136,NA,NA,59,NA,NA,NA,NA,NA,NA,2,NA,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-West,NA,39,NA,NA,5,1864,NA,NA,NA,NA,NA,NA,South-West Zone,NA,W47,0.407202429,11.638,6.174,5.464,1.092,0.499,NA,NA,53,NA,NA,NA,NA,NA,NA,1,NA,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-East,NA,40,NA,NA,13,5446,NA,NA,NA,NA,NA,NA,South-West Zone,NA,W48,0.456235872,11.369,5.855,5.514,1.099,0.574,NA,NA,,,,,,,,,,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-East,NA,41,NA,NA,11,7379,NA,NA,NA,NA,NA,NA,South-West Zone,NA,W52,0.110698283,10.805,5.668,5.137,0.864,0.214,NA,NA,,,,,,,,,,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-East,NA,42,NA,NA,8,4398,NA,NA,NA,NA,NA,NA,South-East Zone,NA,W53,0.702944811,13.923,7.155,6.768,2.992,0.147,NA,NA,,,,,,,,,,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-East,NA,43,NA,NA,5,1470,NA,NA,NA,NA,NA,NA,North Zone,NA,W4,0.048692393,16.185,8.183,8.002,3.422,0.282,NA,NA,,,,,,,,,,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-East,NA,44,NA,NA,3,936,NA,NA,NA,NA,NA,NA,North Zone,NA,W5,0.06983957,13.637,7.318,6.319,1.027,0.695,NA,NA,,,,,,,,,,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-East,NA,45,NA,NA,8,1673,NA,NA,NA,NA,NA,NA,North Zone,NA,W10,0.169128581,13.54,7.43,6.11,2.023,0.723,NA,NA,,,,,,,,,,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-West,NA,46,NA,NA,11,5030,NA,NA,NA,NA,NA,NA,North Zone,NA,W3,0.10070918,13.11,7.004,6.106,0.649,0.606,NA,NA,,,,,,,,,,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-West,NA,47,NA,NA,10,6780,NA,NA,NA,NA,NA,NA,North Zone,NA,W2,0.542860771,13.482,7.743,5.739,0.628,1.036,NA,NA,,,,,,,,,,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-West,NA,48,NA,NA,6,4670,NA,NA,NA,NA,NA,NA,North Zone,NA,W1,0.193727404,12.378,7.745,4.633,0.267,8.898,NA,NA,,,,,,,,,,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-West,NA,49,NA,NA,5,1470,NA,NA,NA,NA,NA,NA,South-West Zone,NA,W15,0.046293343,11.528,6.319,5.209,1.222,0.81,NA,NA,,,,,,,,,,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-West,NA,50,NA,NA,4,2878,NA,NA,NA,NA,NA,NA,South-West Zone,NA,W22,0.245519457,13.568,7.026,6.542,2.894,0.551,NA,NA,,,,,,,,,,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-West,NA,51,NA,NA,4,3601,NA,NA,NA,NA,NA,NA,South-West Zone,NA,W23,0.05126465,12.24,6.206,6.034,1.312,0.655,NA,NA,,,,,,,,,,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-West,NA,52,NA,NA,5,2970,NA,NA,NA,NA,NA,NA,South-West Zone,NA,W49,0.128390251,12.605,6.897,5.708,0.827,0.657,NA,NA,,,,,,,,,,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-East,NA,53,NA,NA,9,8838,NA,NA,NA,NA,NA,NA,South-West Zone,NA,W66,0.825554644,11.707,6.024,5.683,1.168,0.05,NA,NA,,,,,,,,,,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-East,NA,54,NA,NA,5,1610,NA,NA,NA,NA,NA,NA,South-West Zone,NA,W62,0.178650621,10.979,5.736,5.243,0.824,0.206,NA,NA,,,,,,,,,,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-East,NA,55,NA,NA,3,1404,NA,NA,NA,NA,NA,NA,South-East Zone,NA,W58,0.320590555,11.998,6.282,5.716,0.322,0.062,NA,NA,,,,,,,,,,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-East,NA,56,NA,NA,10,6151,NA,NA,NA,NA,NA,NA,South-East Zone,NA,W59,0.194527436,11.426,5.899,5.527,0.345,0.01,NA,NA,,,,,,,,,,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-East,NA,57,NA,NA,3,2651,NA,NA,NA,NA,NA,NA,South-East Zone,NA,W57,0.926910305,11.325,6.009,5.316,0.449,0.103,NA,NA,,,,,,,,,,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-East,NA,58,NA,NA,9,3584,NA,NA,NA,NA,NA,NA,South-East Zone,NA,W44,0.101431902,12.091,6.549,5.542,1.007,0.033,NA,NA,,,,,,,,,,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-East,NA,59,NA,NA,8,1884,NA,NA,NA,NA,NA,NA,South-East Zone,NA,W32,0.223563558,11.28,5.851,5.429,0.701,0.028,NA,NA,,,,,,,,,,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-East,NA,61,NA,NA,6,1985,NA,NA,NA,NA,NA,NA,North Zone,NA,W18,0.148209429,13.094,6.957,6.137,1.185,0.21,NA,NA,,,,,,,,,,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-West,NA,62,NA,NA,6,7027,NA,NA,NA,NA,NA,NA,North Zone,NA,W14,0.378115409,13.522,7.086,6.436,1.321,0.821,NA,NA,,,,,,,,,,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-West,NA,63,NA,NA,6,3139,NA,NA,NA,NA,NA,NA,North Zone,NA,W8,0.391840451,13.529,7.172,6.357,0.628,0.839,NA,NA,,,,,,,,,,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-West,NA,64,NA,NA,11,8436,NA,NA,NA,NA,NA,NA,South-East Zone,NA,W60,0.49545866,15.459,8.045,7.414,0.517,0.065,NA,NA,,,,,,,,,,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-West,NA,66,NA,NA,7,7935,NA,NA,NA,NA,NA,NA,South-East Zone,NA,W61,0.599399112,13.522,6.987,6.535,1.05,0.053,NA,NA,,,,,,,,,,,,,,,
Bhubaneswar,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,South-East,NA,67,NA,NA,8,2529,NA,NA,NA,NA,NA,NA,South-East Zone,NA,W67,0.161216969,11.938,6.264,5.674,1.308,0.13,NA,NA,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South-West Zone,NA,W65,0.301833854,12.055,6.42,5.635,0.437,0.062,NA,NA,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South-West Zone,NA,W64,0.159041363,11.236,5.74,5.496,0.888,0.397,NA,NA,,,,,,,,,,,,,,,
